annual_inc,address,loan_amnt,pseudo_ID,pseudo_bin_ID,commitments
50000.0,"230 Denise Vista
Carterville, NY 30723",15000.0,0,0,30793374
25000.0,"691 Newman Spring Suite 120
East Kellyhaven, NJ 22690",9000.0,1,1,17790926
27000.0,"510 Sarah Terrace
Lake Cynthialand, MS 00813",8000.0,2,10,28982022
50000.0,"PSC 9860, Box 1451
APO AA 48052",2000.0,3,11,5227731
39648.0,"11635 Christopher Isle Suite 957
Chavezville, OR 30723",3500.0,4,100,179005
47000.0,"664 Alexander Circle Suite 078
Lake Leah, FL 29597",14000.0,5,101,182523
22500.0,"361 Erica Forest
Lake Mariaton, TN 30723",3250.0,6,110,18294841
65000.0,"1076 Carney Fort Apt. 347
Loganmouth, SD 05113",8000.0,7,111,23956734
59500.0,"199 David Lane
South Virginiaberg, ND 70466",9000.0,8,1000,17789347
145000.0,"1274 Parker Squares
Kevinbury, AR 29597",33600.0,9,1001,5962538
45000.0,"95976 Anthony Mall Suite 810
North Jessica, VT 00813",12000.0,10,1010,9231767
90000.0,"096 Edwin Drives
Paulstad, VA 86630",20000.0,11,1011,26551208
60000.0,"5723 Kane Skyway Apt. 920
New Oliviachester, IA 00813",10000.0,12,1100,11142209
29500.0,"610 Joshua Haven Suite 591
Johnsonside, MN 70466",8050.0,13,1101,30488636
43057.0,"87025 Mark Dale Apt. 269
New Sabrina, WV 05113",15600.0,14,1110,10615703
72000.0,"407 Briggs Lodge Suite 778
West Aprilborough, PA 00813",32350.0,15,1111,8923764
35000.0,"Unit 3166 Box 1862
DPO AE 48052",8400.0,16,10000,27909243
90000.0,"974 Wood Squares
West Stevenfurt, KS 05113",15000.0,17,10001,34739130
130000.0,"8268 Reed Gardens Suite 996
East Johnmouth, ND 05113",35000.0,18,10010,16548351
78000.0,"62323 Christopher Forges Apt. 968
Cindyview, RI 00813",16000.0,19,10011,31004688
80000.0,"0676 Kaiser Bypass
Singhburgh, SD 22690",25000.0,20,10100,35838158
92000.0,"43848 Lee Spurs
Mcclainshire, IL 29597",33000.0,21,10101,25127679
85000.0,"2705 Jennifer Trail Suite 049
Barryshire, VT 22690",25000.0,22,10110,30836546
64000.0,"2722 Smith Branch Suite 131
Shaunbury, NH 22690",3000.0,23,10111,20167180
120000.0,"976 Smith Bridge
West Michael, NE 30723",8400.0,24,11000,1111547
55200.0,"4798 Monica Lock Suite 925
North Michelleberg, SD 00813",10000.0,25,11001,32277275
45000.0,"2606 Kenneth Grove Apt. 292
South Jenniferhaven, WV 70466",12000.0,26,11010,4084705
95000.0,"6651 Diana Freeway Suite 777
Leahton, WA 70466",17800.0,27,11011,21243992
72500.0,"8219 Dennis Station Apt. 722
Bateston, LA 70466",30000.0,28,11100,2662911
20000.0,"76832 Benjamin Meadows
Lake Robertview, UT 05113",5000.0,29,11101,22998049
61000.0,"3109 Rachel Shores Suite 682
Port Andreaside, AK 05113",10000.0,30,11110,17267464
120000.0,"17089 Compton Track Apt. 734
Port Michelechester, VA 30723",28000.0,31,11111,15339075
110000.0,"3909 Bentley Mall
East Tammyside, AL 00813",35000.0,32,100000,32247273
48000.0,"9480 Tyler Brook
Port Emilyborough, NY 30723",6600.0,33,100001,3645996
52000.0,"929 Mora Locks
West Isaac, WV 48052",13000.0,34,100010,19309015
75000.0,"51321 Joshua Villages Suite 660
West Amandaside, AR 05113",15000.0,35,100011,1454335
70000.0,"73385 Angela Fords Suite 938
Port Brittneyhaven, GA 86630",9600.0,36,100100,5287544
96720.0,"3946 Stephen Ferry
Burnsmouth, NJ 30723",7000.0,37,100101,20064893
170000.0,"381 Garcia Hollow
West Oliviaport, AK 05113",25000.0,38,100110,18926608
100000.0,"858 Mendez Wall Suite 366
Port Shawn, NV 29597",10000.0,39,100111,29012722
54000.0,"823 Reid Ford
Delacruzside, MA 00813",7200.0,40,101000,21372872
80000.0,"5105 Madison Glen Apt. 955
Charlesport, WI 05113",23050.0,41,101001,11746725
82000.0,"83769 Green Road
Port Patriciastad, NV 00813",15000.0,42,101010,26747807
71000.0,"19223 Laurie Causeway Apt. 914
Barryton, MO 48052",13200.0,43,101011,26168894
30000.0,"0062 Stephanie Well Suite 269
Riveratown, TX 48052",11950.0,44,101100,31295308
86788.0,"1726 Cooper Passage Suite 129
North Deniseberg, DE 30723",20000.0,45,101101,16358652
40000.0,"6360 Claire Motorway
East Shannonchester, AL 05113",15000.0,46,101110,6298060
50000.0,"308 Silva Centers Suite 208
West Davidview, WI 48052",17000.0,47,101111,220452
39000.0,"USCGC Hamilton
FPO AA 48052",3000.0,48,110000,10941038
85000.0,"84036 Myers Shore
West Thomashaven, OR 30723",17625.0,49,110001,6561321
33000.0,"1200 Hines Mountains Apt. 494
West Tiffany, MA 70466",7475.0,50,110010,17871725
56000.0,"816 Brown Turnpike
Port Kimberlyshire, KS 30723",11875.0,51,110011,32088065
45000.0,"7914 Jason Inlet
West Stephenstad, SD 00813",21000.0,52,110100,15294918
